Country Name,Country Code,Indicator Name,Indicator Code,2021
Aruba,ABW,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,15.5593428
Africa Eastern and Southern,AFE,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,40.60073832
Afghanistan,AFG,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,42.83646971
Africa Western and Central,AFW,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,42.76290683
Angola,AGO,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,44.43520497
Albania,ALB,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,15.94570098
Andorra,AND,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,13.06320866
Arab World,ARB,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,33.61998976
United Arab Emirates,ARE,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,23.9827977
Argentina,ARG,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,22.50032614
Armenia,ARM,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,17.64427573
American Samoa,ASM,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,26.43102084
Antigua and Barbuda,ATG,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,17.74536272
Australia,AUS,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,17.75301502
Austria,AUT,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,13.75969811
Azerbaijan,AZE,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,22.017505
Burundi,BDI,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,45.73079173
Belgium,BEL,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,16.10657705
Benin,BEN,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,42.07572962
Burkina Faso,BFA,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,43.24145675
Bangladesh,BGD,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,25.73653164
Bulgaria,BGR,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,13.19334986
Bahrain,BHR,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,26.35237714
"Bahamas, The",BHS,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,18.69333609
Bosnia and Herzegovina,BIH,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,14.36009864
Belarus,BLR,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,15.27401905
Belize,BLZ,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,27.76627825
Bermuda,BMU,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,14.06877869
Bolivia,BOL,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,30.647741
Brazil,BRA,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,19.78747627
Barbados,BRB,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,16.18852739
Brunei Darussalam,BRN,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,22.30018332
Bhutan,BTN,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,23.49364985
Botswana,BWA,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,32.08662168
Central African Republic,CAF,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,47.72450186
Canada,CAN,"Population ages 0-14, female (% of female population)",SP.POP.0014.FE.ZS,15.28422549
