Country Name,Country Code,Indicator Name,Indicator Code,2021
Aruba,ABW,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,16.88546854
Africa Eastern and Southern,AFE,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.624826961
Afghanistan,AFG,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.768014758
Africa Western and Central,AFW,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.113268192
Angola,AGO,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.916629959
Albania,ALB,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,16.68799059
Andorra,AND,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,15.36581897
Arab World,ARB,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,5.047369978
United Arab Emirates,ARE,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.700213714
Argentina,ARG,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,13.82327067
Armenia,ARM,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,15.25440297
American Samoa,ASM,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,7.658489405
Antigua and Barbuda,ATG,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,11.40971288
Australia,AUS,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,17.46078331
Austria,AUT,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,21.58364933
Azerbaijan,AZE,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,7.897332268
Burundi,BDI,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.802493011
Belgium,BEL,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,21.3408849
Benin,BEN,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.421738924
Burkina Faso,BFA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.028038088
Bangladesh,BGD,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,6.050198187
Bulgaria,BGR,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,26.10838418
Bahrain,BHR,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,4.250959222
"Bahamas, The",BHS,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,9.475850017
Bosnia and Herzegovina,BIH,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,20.27706334
Belarus,BLR,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,20.67762532
Belize,BLZ,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,5.041737823
Bermuda,BMU,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,22.01971555
Bolivia,BOL,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,5.565731179
Brazil,BRA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,10.76642957
Barbados,BRB,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,17.17304565
Brunei Darussalam,BRN,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,6.406044984
Bhutan,BTN,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,6.574990842
Botswana,BWA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,4.228389975
Central African Republic,CAF,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.587238331
Canada,CAN,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,19.83478671
Central Europe and the Baltics,CEB,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,22.90667745
Switzerland,CHE,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,20.73665817
Channel Islands,CHI,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,17.60555712
Chile,CHL,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,13.90540165
China,CHN,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,14.69869942
Cote d'Ivoire,CIV,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.392688964
Cameroon,CMR,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.945091849
"Congo, Dem. Rep.",COD,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,3.231125141
"Congo, Rep.",COG,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,2.949384741
Colombia,COL,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,9.584120466
Comoros,COM,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,4.653693548
Cabo Verde,CPV,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,7.104494376
Costa Rica,CRI,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,11.32543833
Caribbean small states,CSS,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,9.339852582
Cuba,CUB,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,17.06061498
Curacao,CUW,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,17.14243925
Cayman Islands,CYM,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,8.343707392
Cyprus,CYP,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,15.69907259
Czechia,CZE,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,23.34830931
Germany,DEU,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,24.58621777
Djibouti,DJI,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,4.91882939
Dominica,DMA,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,10.30572128
Denmark,DNK,"Population ages 65 and above, female (% of female population)",SP.POP.65UP.FE.ZS,21.73529405
