Country Name,Country Code,Indicator Name,Indicator Code,2021
Aruba,ABW,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,18.19069054
Africa Eastern and Southern,AFE,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,42.13947786
Afghanistan,AFG,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,44.00070334
Africa Western and Central,AFW,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,43.42361183
Angola,AGO,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,45.9404899
Albania,ALB,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,16.61840661
Andorra,AND,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,13.0858141
Arab World,ARB,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,32.82513345
United Arab Emirates,ARE,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,11.27008339
Argentina,ARG,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,24.23023048
Armenia,ARM,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,23.81546814
American Samoa,ASM,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,28.61501189
Antigua and Barbuda,ATG,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,19.99842736
Australia,AUS,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,19.00259008
Austria,AUT,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,15.03122046
Azerbaijan,AZE,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,25.88282545
Burundi,BDI,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,46.86404507
Belgium,BEL,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,17.28401552
Benin,BEN,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,43.07854066
Burkina Faso,BFA,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,44.94658036
Bangladesh,BGD,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,27.18103639
Bulgaria,BGR,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,14.8458227
Bahrain,BHR,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,16.7301033
"Bahamas, The",BHS,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,20.63683327
Bosnia and Herzegovina,BIH,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,15.49608969
Belarus,BLR,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,18.6720761
Belize,BLZ,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,28.69942678
Bermuda,BMU,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,15.78845377
Bolivia,BOL,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,31.59328466
Brazil,BRA,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,21.32063865
Barbados,BRB,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,18.21913694
Brunei Darussalam,BRN,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,22.38957522
Bhutan,BTN,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,22.18872709
Botswana,BWA,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,33.7642782
Central African Republic,CAF,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,48.64261525
Canada,CAN,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,16.18807768
Central Europe and the Baltics,CEB,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,16.30443615
Switzerland,CHE,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,15.59412697
Channel Islands,CHI,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,15.52010674
Chile,CHL,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,18.94652637
China,CHN,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,18.53655418
Cote d'Ivoire,CIV,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,41.6526598
Cameroon,CMR,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,42.84038134
"Congo, Dem. Rep.",COD,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,46.97776773
"Congo, Rep.",COG,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,41.81003927
Colombia,COL,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,22.33036621
Comoros,COM,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,38.58743455
Cabo Verde,CPV,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,27.14075346
Costa Rica,CRI,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,20.97440185
Caribbean small states,CSS,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,22.44415639
Cuba,CUB,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,16.4286014
Curacao,CUW,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,18.52501617
Cayman Islands,CYM,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,16.32071632
Cyprus,CYP,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,16.4076485
Czechia,CZE,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,16.64287452
Germany,DEU,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,14.4453086
Djibouti,DJI,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,31.34259019
Dominica,DMA,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,20.18479724
Denmark,DNK,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,16.68108897
Dominican Republic,DOM,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,27.78148349
Algeria,DZA,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,30.80296191
East Asia & Pacific (excluding high income),EAP,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,20.88454257
Early-demographic dividend,EAR,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,28.5860691
East Asia & Pacific,EAS,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,20.12613519
Europe & Central Asia (excluding high income),ECA,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,22.83407008
Europe & Central Asia,ECS,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,18.98692666
Ecuador,ECU,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,26.67531392
"Egypt, Arab Rep.",EGY,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,33.45822411
Euro area,EMU,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,15.48957082
Eritrea,ERI,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,40.70725821
Spain,ESP,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,14.83178781
Estonia,EST,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,17.83358631
Ethiopia,ETH,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,40.54155156
European Union,EUU,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,15.71538816
Fragile and conflict affected situations,FCS,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,40.50361926
Finland,FIN,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,15.96902844
Fiji,FJI,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,29.35364316
France,FRA,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,18.36499814
Faroe Islands,FRO,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,20.32725214
"Micronesia, Fed. Sts.",FSM,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,31.35171711
Gabon,GAB,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,35.96552029
United Kingdom,GBR,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,18.33213718
Georgia,GEO,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,23.19365123
Ghana,GHA,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,37.80812732
Gibraltar,GIB,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,17.55477248
Guinea,GIN,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,43.01015248
"Gambia, The",GMB,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,44.19648943
Guinea-Bissau,GNB,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,41.5953937
Equatorial Guinea,GNQ,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,36.99064717
Greece,GRC,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,14.7521921
Grenada,GRD,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,24.52751517
Greenland,GRL,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,20.4626094
Guatemala,GTM,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,33.73139405
Guam,GUM,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,26.89132384
Guyana,GUY,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,29.79164735
High income,HIC,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,16.70326648
"Hong Kong SAR, China",HKG,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,13.69697953
Honduras,HND,"Population ages 0-14, male (% of male population)",SP.POP.0014.MA.ZS,30.99586231
